"DataSource","StationID","Year","StationID_Trend","LongitudeDD","LatitudeDD","stratum","designweight","weightcategory","station","state","status","comment","set","Basin","SubBasin","BayShed","BayPanel","EcoRegion","BioRegion","Panel","BioPanel","Order","BasinSize","StreamSizeCat","StreamSizeCatPhase","AREA_SQ_MILES","IR2008","IR2010","IR2012","IR2014","IR2016","IR2018","designweighttrend","designweightoriginal","filwgt_trend","filwgt_orgil","DO","pH","SpCond","TN","TP","TDS","NH4","NO3","TKN","Ortho-P","Turb","TSS","Na","K","Cl","Sf","70331VFine","SSCCOARSE","SSCFINE","SSCTOTAL","LRBS","Slope","FN_PCT","SA_PCT","SA_FN_PCT","LSUB_DMM","BL_CB_GR_Embed_PCT","Embed_PCT","TotHab","TotTaxa","EPTTax","VEphem","VPTHydropsychidae","VScrap","VChiro","V2Dom","HBI","VHapto","EPTInd","VSCIVCPMI","MetalCCU","ARSENICppm","BERYLLIUMppm","CADMIUMppm","CHROMIUMppm","COPPERppm","LEADppm","MANGppm","NICKELppm","SILVERppm","ZINCppm","ANTIMONYppm","ALUMINUMppm","SELENIUMppm","IRONppm","MERCURYppm","THALLIUMppm","CALCIUM","MAGNESIUM","ARSENIC","BARIUM","BERYLLIUM","CADMIUM","CHROMIUM","COPPER","IRON","LEAD","MANGANESE","THALLIUM","NICKEL","SILVER","ZINC","ANTIMONY","ALUMINUM","SELENIUM","HARDNESS","MERCURY","Hg-C","YearSampled","NLCD","totalArea_sqMile","PWater","N_INDEX","PFOR","PWETL","PSHRB","PNG","PBAR","PTotBAR","U_INDEX","PURB","PMBAR","PAGT","PAGP","PAGC","S","H","Hprime","C","RNAT1","RFOR1","RWETL1","RSHRB1","RNG1","RBAR1","RTotBAR1","RHUM1","RURB1","RMBAR1","RAGT1","RAGP1","RAGC1","RNAT30","RFOR30","RWETL30","RSHRB30","RNG30","RBAR30","RTotBAR30","RHUM30","RURB30","RMBAR30","RAGT30","RAGP30","RAGC30","RNAT120","RFOR120","RWETL120","RSHRB120","RNG120","RBAR120","RTotBAR120","RHUM120","RURB120","RMBAR120","RAGT120","RAGP120","RAGC120","sqMileImp","wshdImpPCT","MunMajor","MunMinor","IndMajor","IndMinor","damcount","STRMLEN","STRMDENS","ELEVMIN","ELEVMAX","ELEVMEAN","ELEVSD","ELEVRANGE","SLPMIN","SLPMAX","SLPMEAN","SLPSD","SLPRANGE","wshdRain_mmyr","siteRain_mmyr","wshedRain_inyr","siteRain_inyr","wshdPOP2000","wshdPOP2010","POPDENS2000","POPDENS2010","POPCHG2000_2010","RDLEN","RDLEN120","STXRD_CNT","RDDENS","pctRoadLengthInRiparian","STXRD"
"State ProbMon","2-APP114.05",2002,"2-APP114.05",-78.420305,37.323341,1,315.8764,4,88,"VA","TS","Target",1,"James","James","Bay","BayPhase1","Piedmont","Piedmont","Phase1","Phase1",4,4,"Large","Phase1Large",174.5910717,2008,1,1,1,1,1,315.8764,315.8764,NA,NA,"6.02","7.07","96.3","0.34","0.02","77","0.06","0.13","0.2","0.02","12.4","9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","83",18,5,14.14,"14.1",31.31,12.12,31.31,4.4,63.64,40,65.41160737,"NA",5,5,1,26.6,13.6,7.01,221,6.01,1,21.5,5,7630,1,18300,0.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",2002,2001,174.5910717,0.285212725,72.3646185,66.75132157,1.873288326,2.539050061,2.81112668,0.247197631,3.190083434,25.49280301,3.96650691,2.942885803,21.5262961,21.17759219,0.348703904,15,1.546035688,0.570903629,0.684386438,74.94824017,72.46376812,15.73498965,1.449275362,1.035196687,0,1.242236025,7.763975155,1.6563147,1.242236025,6.107660455,6.107660455,0,73.33804571,71.22420815,15.71241038,1.093944596,0.992965095,0.013463933,0.841495843,9.269918207,1.124238446,0.82803191,8.14567976,8.041334276,0.104345485,75.19666464,70.84645146,7.601506404,2.110338083,2.106048778,0.115811236,1.374293337,16.27962837,1.66596608,1.258482101,14.61366229,14.40520207,0.208460225,0.976653904,0.559395102,0,1,0,2,6,446773.4231,0.988023359,87,299,181.3029775,39.24064454,212,0,28.15587997,4.920908265,2.86972762,28.15587997,54505.76,1089.69,2145.897222,42.90120427,6101.308199,6853.314944,13.49311162,15.15618299,12.32533615,"1667944.78767899","163849.08090597999","204","1.61082907251672","9.8234115491306095","0.47091801345122303"
"State ProbMon","2BTYS000.85",2002,"2BTYS000.85",-79.05848,37.856135,1,541.5024,3,115,"VA","TS","Target",1,"James","James","Bay","BayPhase1","Blue Ridge Mountains","Mountain","Phase1","Phase1",3,3,"Medium","Phase1Medium",15.15864102,2008,1,1,1,1,1,541.5024,541.5024,NA,NA,"10.199999999999999","7.1","17","0.35","0.02","13","0.1","0.16","0.6","0.03","17.2","18","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","182",18.5,12,49.68,"24.1",19.27,12.47,48.73,3.595,85.17,102.5,77.83615165,"NA",5,5,1,10.6,5.25,15.1,268,5,1,59.1,5,12900,1,16800,0.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",2002,2001,15.15864102,0.116910804,91.19959654,91.1881347,0,0,0,0.011461844,5.267863283,8.683492653,5.391651193,5.25640144,3.29184146,3.29184146,0,10,0.827196541,0.359246893,0.374089534,93.33333333,93.33333333,0,0,0,0,2.222222222,6.666666667,2.222222222,2.222222222,4.444444444,4.444444444,0,91.93733282,91.93733282,0,0,0,0,4.661826519,7.489491784,4.891096676,4.661826519,2.598395109,2.598395109,0,87.46291511,87.46291511,0,0,0,0,9.225763231,12.22126519,9.560723514,9.225763231,2.660541679,2.660541679,0,0.028633336,0.188891181,0,1,0,1,0,39439.04901,1.004541953,409,1228,855.1790164,140.8568095,819,0,45.18341064,16.16787684,7.576356436,45.18341064,5268.73,1316.59,207.430427,51.83427996,167.8015395,116.897944,4.27609279,2.978914598,-30.33559504,"NA","NA","NA","NA","NA","NA"
"State ProbMon","2-LTP002.69",2002,"2-LTP002.69",-78.080059,37.769078,1,541.5024,3,186,"VA","TS","Target",1,"James","James","Bay","BayPhase1","Piedmont","Piedmont","Phase1","Phase1",3,3,"Medium","Phase1Medium",29.72689322,2008,1,1,1,1,1,541.5024,541.5024,NA,NA,"5.86","6.72","87","0.78","0.06","86","0.04","0.04","0.1","0.02","1.2","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","110",15,4,12.305,"8",3.155,27.305,40.94,5.77,45.455,27,46.68907088,"NA",5,5,1,17.5,14.6,13.1,480,5.24,1,30.3,5,10600,1,14000,0.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",2002,2001,29.72689322,0.375232328,79.7187511,73.57008428,3.62841479,2.291138205,3.391118333,0.299250704,4.045729248,16.44476136,3.896103896,3.746478544,12.54865746,12.47501374,0.073643728,14,1.48891307,0.564183678,0.657582675,53.47222222,47.91666667,37.5,2.777777778,0,0,0.694444444,8.333333333,0.694444444,0.694444444,7.638888889,7.638888889,0,57.26384365,51.46579805,35.65689468,2.410423453,1.107491857,0,1.606948969,6.862106406,1.606948969,1.606948969,5.255157438,5.255157438,0,72.86795998,66.94854364,16.42071519,2.625324711,2.448460731,0.016580998,2.011827779,10.13651688,2.017354778,1.995246781,8.119162107,8.113635108,0.005526999,0.059268226,0.199375782,0,0,0,0,2,69138.57477,0.897992713,57,163,110.4035838,18.39979619,106,0,18.11286926,4.220379305,2.303995523,18.11286926,7469.6,1060.18,294.078899,41.73939262,1011.037906,1215.251503,13.13211402,15.78459246,20.19841159,"188746.288919468","18210.587133468602","29","1.15910126986481","9.6481828796318592","0.43647917713832801"
"State ProbMon","2-POL010.11",2002,"2-POL010.11",-79.252935,37.61,1,541.5024,3,198,"VA","TS","Target",1,"James","James","Bay","BayPhase1","Piedmont","Piedmont","Phase1","Phase1",3,4,"Large","Phase1Large",51.04239648,2008,1,1,1,1,1,541.5024,541.5024,NA,NA,"8.3350000000000009","7.2050000000000001","40.799999999999997","0.15","0.01","20","0.04","1.63","0.4","0.39","2.5","10","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","160",18,6.5,16.39,"6",57.78,8.055,57.595,4.565,80.185,27.5,63.45363738,"NA",5,5,1,40.9,5,12.4,318,5,1,40.6,5,9100,1,14600,0.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",2002,2001,51.04239648,0.415282392,93.02257502,93.02257502,0,0,0,0,5.158351942,6.562142585,5.366673928,5.158351942,1.195468656,1.195468656,0,8,0.923105374,0.443919848,0.442479045,86.57718121,86.57718121,0,0,0,0,3.355704698,9.731543624,4.362416107,3.355704698,5.369127517,5.369127517,0,89.05355338,89.05355338,0,0,0,0,3.15482205,8.588750421,3.446727293,3.15482205,5.142023128,5.142023128,0,86.77678828,86.77678828,0,0,0,0,6.432059753,11.48233266,6.739442689,6.432059753,4.742889974,4.731399023,0.011490951,0.09725952,0.190546539,0,0,0,0,1,135112.4699,1.022036225,229,1233,593.3612891,198.5739095,1004,0,40.45346451,15.04456484,6.640879588,40.45346451,16068.18,1011.37,632.6058534,39.81773804,540.4889024,316.4055157,4.088424338,2.393388662,-41.45938718,"321308.85147885798","93840.353403085304","72","3.3492252991561999","29.205654612742599","0.59479349359423395"
"State ProbMon","2-RVN035.67",2002,"2-RVN035.67",-78.4155,38.008844,1,140.3895,5,220,"VA","TS","Target",1,"James","James","Bay","BayPhase1","Northern Piedmont","Piedmont","Phase1","Phase1",5,4,"Large","Phase1Large",509.1264299,2008,1,1,1,1,1,140.3895,140.3895,NA,NA,"9.4499999999999993","7.6","113.5","2.04","0.49","83","0.04","0.17","0.1","0.05","1.4","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","159",14,4.5,3.98,"3.85",18.535,19.135,65.89,5.925,69.11,73.5,43.66218847,"NA",5,5,1,15.7,17.5,20.2,694,6.86,1,72.4,5,10000,1,21700,0.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",2002,2001,509.1264299,0.750095895,65.9530859,65.94701142,0.07555561,0,0,0.004163408,7.977771499,33.22317366,12.33064828,7.973608091,20.89252539,20.56914464,0.323380742,13,1.493142716,0.58213341,0.681048694,63.55803345,63.55803345,0.405473898,0,0,0,5.575266092,30.1064369,7.704004055,5.575266092,22.40243284,22.25038013,0.152052712,63.79522815,63.76613152,0.664087906,0,0,0,6.290007873,29.99178448,7.97076644,6.290007873,22.02101804,21.827611,0.193407045,61.15653524,61.1405371,0.407303796,0,0,0.004323819,7.609057537,35.28885276,10.10217185,7.604733718,25.18668091,24.76208183,0.424599074,12.21323329,2.398860591,1,5,0,4,56,878624.3522,0.666314871,88,1094,269.3835936,180.0403038,1006,0,59.2012558,9.027631009,6.74586057,59.2012558,168415.84,1156.5,6630.548462,45.53152065,120620.8953,142570.1812,91.47412767,108.1196001,18.19691846,"5596718.6288514202","794781.26736453001","852","3.9005619255442698","14.2008437456081","0.99157477128192095"
"State ProbMon","2-STH000.50",2002,"2-STH000.50",-79.378135,37.773018,1,315.8764,4,226,"VA","TS","Target",1,"James","James","Bay","BayPhase1","Central Appalachian Ridges and Valleys","Mountain","Phase1","Phase1",4,4,"Large","Phase1Large",118.0186885,2008,1,1,1,1,1,315.8764,315.8764,NA,NA,"10.25","7.85","232","0.28000000000000003","0.01","110","0.04","0.14000000000000001","0.2","0.02","0.9","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","166",17,8,42.225,"4.2",37.345,16.685,43.425,4.295,76.32,88,69.66098289,"NA",5,5,1,9.7,10.6,10.9,1690,20.1,1,49.2,5,5880,1,17100,0.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",2002,2001,118.0186885,0.110414274,70.65424138,70.6365751,0.002061066,0,0,0.017666284,5.372022495,29.23328328,7.106262698,5.354356211,22.12702058,20.73727291,1.389747667,12,1.321881537,0.531964264,0.622580802,71.52428811,71.52428811,0,0,0,0,5.695142379,27.13567839,8.040201005,5.695142379,19.09547739,18.76046901,0.335008375,69.68177101,69.68177101,0.034590107,0,0,0,5.015565548,29.34970598,7.696298859,5.015565548,21.65340713,21.11726046,0.536146662,66.90416399,66.90416399,0.010220172,0,0,0,8.012614612,32.57460725,10.90930328,8.012614612,21.66530398,20.73526835,0.930035625,1.0393762,0.880687807,0,2,0,4,3,260424.9326,0.851988414,266,1234,600.173044,184.6331781,968,0,57.42167282,13.87446391,8.952847746,57.42167282,35989.48,962.59,1416.909427,37.89726456,4620.444112,4555.376132,15.1157843,14.90291439,-1.408262458,"875040.63948629203","283790.21525423002","292","4.7723248193837398","32.431661164998502","1.16155383797464"
"State ProbMon","2-WDY003.12",2002,"2-WDY003.12",-78.009835,37.17165,1,947.6292,2,240,"VA","TS","Target",1,"James","James","Bay","BayPhase1","Piedmont","Piedmont","Phase1","Phase1",2,3,"Medium","Phase1Medium",12.73071481,2008,1,1,1,1,1,947.6292,947.6292,NA,NA,"9.6","7.08","135","0.65","0.06","100","0.05","0.14000000000000001","0.5","0.04","8.8000000000000007","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","119",10.5,2.5,16.09,"1.45",8.09,39.6,55.525,5.59,31.975,11.5,38.35318571,"NA",5,5,1,14.5,8.52,5.3,835,6.33,1,24.2,5,6910,1,11400,0.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",2002,2001,12.73071481,0.161043782,70.26695054,60.71350584,3.065290971,4.498307676,4.978709466,0.049132001,3.40921498,26.53401026,5.325363031,3.360082978,21.20864723,20.28059832,0.928048914,15,1.785359081,0.659278429,0.763408327,53.125,50,35.9375,1.5625,0,0,4.6875,10.9375,4.6875,4.6875,6.25,6.25,0,55.34034311,52.79468733,32.26342003,1.328168235,0.498063088,0,0.996126176,12.00885445,1.494189264,0.996126176,10.51466519,9.905921417,0.608743774,65.69534595,60.87556967,17.98094186,2.720618699,1.671039912,0,1.270542743,16.2960917,1.809142384,1.270542743,14.48694932,13.00925287,1.477696451,0.115228328,0.905120646,0,0,0,0,0,27253.90296,0.826566555,74,150,114.2962606,14.32912638,76,0,17.74333954,3.887802485,2.197039926,17.74333954,4382.99,1094.83,172.5587546,43.10356658,252.0322686,474.8454384,7.646095031,14.40574799,88.40660408,"136757.44045868301","8463.8972647451592","14","1.4179371017226501","6.1889848452539997","0.56080234206148805"
"State ProbMon","2-WLN006.90",2002,"2-WLN006.90",-79.80374,37.897411,1,541.5024,3,244,"VA","TS","Target",1,"James","James","Bay","BayPhase1","Central Appalachian Ridges and Valleys","Mountain","Phase1","Phase1",3,3,"Medium","Phase1Medium",17.57961738,2008,1,1,1,1,1,541.5024,541.5024,NA,NA,"9.6","6.9","35","0.18","0.01","12","0.04","7.0000000000000007E-2","0.1","0.02","0.8","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","187",16.5,11.5,12.8,"30.7",5.66,41.91,56.92,4.295,55.155,76.5,59.06068573,"NA",6.12,5,1,8.29,8.77,8.31,796,18.4,1,52,5,5130,1,20000,0.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",2002,2001,17.57961738,0.517888911,96.12769322,96.12769322,0.011860051,0,0,0,1.990511959,3.342557818,3.10535679,1.990511959,0.237201028,0.237201028,0,10,0.641074049,0.278414922,0.27144386,95.14563107,95.14563107,0,0,0,0,1.941747573,1.941747573,1.941747573,1.941747573,0,0,0,95.41019154,95.41019154,0,0,0,0,2.023852548,2.023852548,2.023852548,2.023852548,0,0,0,92.95839049,92.95839049,0,0,0,0,4.828532236,4.892546868,4.892546868,4.828532236,0,0,0,0.110346066,0.62769322,0,0,0,0,1,41718.81791,0.916272155,423,1295,754.7981959,212.5361842,872,0,45.95680618,15.97767515,8.209658632,45.95680618,5626.18,1027.89,221.5032692,40.46813209,337.9703726,52.57261859,7.422772373,1.15464139,-84.44460733,"50263.882848978603","17428.362082299202","19","1.85002602501728","34.6737281213709","0.47805291669295302"
"State ProbMon","2-XUM001.89",2002,"2-XUM001.89",-78.798096,37.582373,1,3790.5166,1,253,"VA","TS","Target",1,"James","James","Bay","BayPhase1","Piedmont","Piedmont","Phase1","Phase1",1,2,"Small","Phase1Small",1.061935377,2008,1,1,1,1,1,3790.5166,3790.5166,NA,NA,"9.34","6.93","43.4","0.15","0.01","26","0.04","0.04","0.1","0.02","4.0999999999999996","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","124",19,7,11.96,"22.8",31.52,10.87,21.74,3.83,54.35,38,72.50177953,"NA",5,5,1,27.8,18.6,8.66,220,10.4,1,40.8,5,11000,1,22500,0.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",2002,2001,1.061935377,0,98.0039267,97.97120419,0,0.032722513,0,0,1.996073298,1.996073298,1.996073298,1.996073298,0,0,0,5,0.99107381,0.615788781,0.556559836,78.57142857,78.57142857,0,0,0,0,14.28571429,21.42857143,14.28571429,14.28571429,7.142857143,7.142857143,0,85.46099291,85.46099291,0,0,0,0,9.219858156,14.53900709,9.219858156,9.219858156,5.319148936,5.319148936,0,84.57538995,80.67590988,0,0.693240901,3.206239168,0,5.54592721,15.16464471,5.54592721,5.54592721,9.618717504,9.618717504,0,0.000747108,0.070353403,0,0,0,0,0,4156.444199,1.511213339,177,405,227.5423729,34.50656126,228,0.502218962,29.4482975,8.982078733,4.961146377,28.94607854,4412.79,1106.69,173.7319836,43.57049597,9.52771867,1.263204118,3.480360725,0.46143323,-86.74179873,"5408.2845673227403","0","0","0","0","0"
"State ProbMon","3-BRK001.97",2002,"3-BRK001.97",-77.87212,38.395431,1,541.5024,3,261,"VA","TS","Target",1,"Rappahannock-York","Rappahannock","Bay","BayPhase1","Northern Piedmont","Piedmont","Phase1","Phase1",3,2,"Small","Phase1Small",9.535178907,2008,1,1,1,1,1,541.5024,541.5024,NA,NA,"6.75","7.55","318","3.88","0.35","180","0.77","1.37","2.2999999999999998","0.18","36","34","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","136",7.5,0,0,"0",32.44,38.69,55.175,7.815,15.725,0,32.14413123,"NA",5,5,1,30.4,18.5,11.5,1052,15.4,1,66.4,5,11200,1,27800,0.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",2002,2001,9.535178907,0.327988338,32.49271137,25.87827988,4.948979592,3.720845481,2.554664723,0.273323615,4.584548105,62.29591837,5.706997085,4.31122449,56.58892128,23.42201166,33.16690962,15,1.828843478,0.675335884,0.787725918,35.06493506,33.76623377,19.48051948,1.298701299,0,0,0,42.85714286,0,0,42.85714286,18.18181818,24.67532468,40.95063985,36.28884826,17.73308958,4.341864717,0.319926874,0,1.0511883,39.67093236,1.279707495,1.0511883,38.39122486,10.74040219,27.65082267,39.30126002,34.36426117,10.38946163,3.654066438,1.282932417,0,1.912943872,49.77090493,2.680412371,1.912943872,47.09049255,16.63230241,30.45819015,0.091751773,0.962244898,0,0,0,0,1,32686.54743,1.323555377,65,136,94.2812253,10.94071429,71,0,10.33712864,2.236056794,1.35431508,10.33712864,3232.92,1075.59,127.2803837,42.34608586,248.6931028,288.0118114,10.07651236,11.6696223,15.81013233,"68163.253208419599","10735.623540136099","10","1.8295604209968399","15.749869665566401","0.414246452734232"
"State ProbMon","3-SUM003.88",2002,"3-SUM003.88",-77.952396,38.387757,1,947.6292,2,287,"VA","TS","Target",1,"Rappahannock-York","Rappahannock","Bay","BayPhase1","Northern Piedmont","Piedmont","Phase1","Phase1",2,2,"Small","Phase1Small",8.647684486,2008,1,1,1,1,1,947.6292,947.6292,NA,NA,"7.25","7.2","292","1.82","0.06","177","0.04","1.19","0.6","0.03","7.8","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","157",15,4,5.005,"25.1",37.84,4.215,47.32,4.75,51.76,27.5,60.3519858,"NA",5,5,1,69.6,11.2,8.99,746,21.1,1,30.9,5,11800,1,25900,0.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",2002,2001,8.647684486,0.11251306,49.58611267,43.95644137,0.663023387,0,0,5.376516917,9.905167564,49.89150526,5.247930563,4.528650647,44.6435747,28.88772804,15.75584666,12,1.676056014,0.674494559,0.779932656,64.51612903,58.06451613,0,0,0,6.451612903,6.451612903,35.48387097,0,0,35.48387097,25.80645161,9.677419355,61.07954545,59.75378788,1.420454545,0,0,1.231060606,3.503787879,36.45833333,2.367424242,2.272727273,34.09090909,24.62121212,9.46969697,59.40009447,55.40859707,0.944733113,0,0,3.613604157,6.353330184,39.37175248,3.259329239,2.739726027,36.11242324,24.77562589,11.33679735,0.055876704,0.646146428,0,0,0,0,0,15891.55675,0.709526336,82,172,111.869093,16.1247793,90,0,14.33561707,2.066644599,1.376513289,14.33561707,2184.11,1084.25,85.98862911,42.68703093,309.2495566,237.3947841,13.80595938,10.59811623,-23.23520632,"64133.881062474597","6866.8884929346104","15","2.0418424144802998","10.707115145963799","1.0718250325777801"
"State ProbMon","3-WAE005.95",2002,"3-WAE005.95",-77.366818,38.191074,1,3790.5166,1,289,"VA","TS","Target",1,"Rappahannock-York","Rappahannock","Bay","BayPhase1","Southeastern Plains","Coast","Phase1","Phase1",1,1,"Small","Phase1Small",0.962552681,2008,1,1,1,1,1,3790.5166,3790.5166,NA,NA,"7.15","5","46.45","0.85","0.05","53","7.0000000000000007E-2","0.04","0.8","0.02","9","6","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","139",11,1,0,"0",0,25.81,77.42,6.06,56.99,2,14.15835219,"NA",5,5,1,5,5,5.02,26.8,5,1,7.24,5,1920,1,5450,0.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",2002,2001,0.962552681,0,90.39711191,89.02527076,7.328519856,1.371841155,0,0,1.55234657,2.274368231,1.55234657,1.55234657,0.722021661,0,0.722021661,7,1.214371854,0.624063683,0.620691003,28.57142857,28.57142857,71.42857143,0,0,0,0,0,0,0,0,0,0,42.71356784,42.71356784,56.28140704,0,0,0,1.005025126,1.005025126,1.005025126,1.005025126,0,0,0,71.94679565,71.94679565,26.96493349,0,0,0,1.088270859,1.088270859,1.088270859,1.088270859,0,0,0,0.000250194,0.02599278,0,0,0,0,0,2928.404695,1.174650044,38,76,60.03137255,7.817570763,38,0,15.64692116,4.388061762,2.601784682,15.64692116,1082.05,1082.05,42.60041671,42.60041671,2.553554963,0,1.026259459,0,-100,"1461.7438024084199","0","0","0","0","0"
"State ProbMon","4AACC001.75",2002,"4AACC001.75",-78.576319,37.035376,1,947.6292,2,295,"VA","TS","Target",1,"Roanoke","Roanoke","NonBay","NonBayPhase1","Piedmont","Piedmont","Phase1","Phase1",2,2,"Small","Phase1Small",8.900311128,2008,1,1,1,1,1,947.6292,947.6292,NA,NA,"6.89","7.09","106.7","0.98","0.1","110","0.21","0.24","0.7","7.0000000000000007E-2","7.3","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","117",13,4,11.155,"6.6",11.155,34.875,50.41,5.245,47.92,27.5,45.18158508,"NA",5,5,1,15.9,12.7,5.05,217,6.31,1,28.8,5,6400,1,11900,0.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",2002,2001,8.900311128,0.050755476,72.25237184,68.61749893,3.00628587,1.425057588,2.084878772,0.124936556,3.37719127,24.69058681,4.204895951,3.252254714,20.48569086,20.21239214,0.273298715,14,1.547803098,0.586498474,0.698157301,46.875,46.875,31.25,0,0,0,0,21.875,0,0,21.875,21.875,0,48.58528698,48.26192401,33.06386419,0.161681487,0.161681487,0,0.242522231,18.35084883,0.242522231,0.242522231,18.1083266,18.1083266,0,64.08553041,62.88146149,14.84326344,0.249117708,0.954951214,0,0.62279427,21.07120614,0.62279427,0.62279427,20.44841187,20.44841187,0,0.053148893,0.597157693,0,1,0,0,0,18589.33762,0.806418792,114,203,162.9622236,17.41467133,89,0,18.92808723,4.417733222,2.382431401,18.92808723,2181.48,1089.83,85.88508575,42.90671608,372.6581325,455.0734086,16.16274604,19.73722104,22.11551793,"85387.696155466707","8104.6099692651596","20","1.8747125086473899","9.4915430842740705","1.0800045850217199"
"State ProbMon","4ABAN002.67",2002,"4ABAN002.67",-78.811808,36.724082,1,140.3895,5,297,"VA","TS","Target",1,"Roanoke","Roanoke","NonBay","NonBayPhase1","Piedmont","Piedmont","Phase1","Phase1",5,4,"Large","Phase1Large",589.9572256,2008,1,1,1,1,1,140.3895,140.3895,NA,NA,"6.81","7.21","82","0.51","0.04","52","0.06","0.2","0.3","0.02","25.7","17","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","82",11,4,20.69,"18.100000000000001",25.86,27.59,45.69,4.72,62.93,67,56.6524971,"NA",5,5,1,13.4,5.85,5.61,781,5,1,19.1,5,5890,1,9930,0.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",2002,2001,589.9572256,0.348341754,65.70836362,56.99746371,1.699358801,3.477056212,5.015261303,0.201736643,5.141250991,32.26078157,6.236695689,4.939514348,26.02408588,25.2700326,0.754053287,15,1.716426691,0.633823808,0.74753469,78.1351527,74.46393762,12.70305393,1.754385965,1.786874594,0.032488629,1.072124756,6.757634828,1.202079272,1.039636127,5.555555556,5.523066927,0.032488629,77.90706339,73.0366743,11.34507904,2.442114228,2.282429339,0.05216373,1.228509075,8.48139671,1.403097887,1.176345345,7.078298824,6.980358759,0.097940065,76.60612786,68.57386456,6.551724138,3.777675526,4.0196503,0.19271369,2.06246955,15.70562442,2.285768419,1.86975586,13.41985601,13.09722297,0.322633032,4.763822641,0.807486108,0,9,0,4,24,1412369.522,0.924335696,93,357,192.5147989,43.51243834,264,0,28.34817314,3.828459743,2.269267717,28.34817314,177664.93,1086.49,6994.686061,42.77521995,27771.38293,28971.36365,18.17536945,18.96071359,4.320925338,"5489773.2540708603","484381.73168788198","595","1.4818062602100801","8.8233467808291692","0.42848902020581597"
